    0.0000     0.0000     0.9900
    0.0100     0.0100     0.9898
    0.0200     0.0199     0.9890
    0.0300     0.0299     0.9878
    0.0400     0.0398     0.9861
    0.0500     0.0497     0.9839
    0.0600     0.0596     0.9812
    0.0700     0.0695     0.9780
    0.0800     0.0793     0.9743
    0.0900     0.0891     0.9701
    0.1000     0.0989     0.9655
    0.1100     0.1086     0.9604
    0.1200     0.1182     0.9548
    0.1300     0.1278     0.9487
    0.1400     0.1373     0.9421
    0.1500     0.1467     0.9351
    0.1600     0.1561     0.9276
    0.1700     0.1654     0.9197
    0.1800     0.1746     0.9113
    0.1900     0.1838     0.9025
    0.2000     0.1928     0.8932
    0.2100     0.2018     0.8834
    0.2200     0.2106     0.8732
    0.2300     0.2193     0.8626
    0.2400     0.2280     0.8516
    0.2500     0.2365     0.8401
    0.2600     0.2449     0.8282
    0.2700     0.2532     0.8159
    0.2800     0.2613     0.8032
    0.2900     0.2693     0.7901
    0.3000     0.2772     0.7766
    0.3100     0.2850     0.7627
    0.3200     0.2926     0.7485
    0.3300     0.3001     0.7338
    0.3400     0.3074     0.7188
    0.3500     0.3145     0.7035
    0.3600     0.3215     0.6877
    0.3700     0.3284     0.6717
    0.3800     0.3351     0.6553
    0.3900     0.3416     0.6386
    0.4000     0.3479     0.6216
    0.4100     0.3541     0.6042
    0.4200     0.3601     0.5866
    0.4300     0.3659     0.5687
    0.4400     0.3715     0.5505
    0.4500     0.3770     0.5320
    0.4600     0.3822     0.5132
    0.4700     0.3873     0.4942
    0.4800     0.3922     0.4750
    0.4900     0.3969     0.4555
    0.5000     0.4014     0.4358
    0.5100     0.4057     0.4158
    0.5200     0.4097     0.3957
    0.5300     0.4136     0.3754
    0.5400     0.4173     0.3549
    0.5500     0.4208     0.3342
    0.5600     0.4240     0.3133
    0.5700     0.4271     0.2923
    0.5800     0.4299     0.2711
    0.5900     0.4325     0.2498
    0.6000     0.4349     0.2284
    0.6100     0.4371     0.2069
    0.6200     0.4391     0.1852
    0.6300     0.4409     0.1635
    0.6400     0.4424     0.1417
    0.6500     0.4437     0.1198
    0.6600     0.4448     0.0978
    0.6700     0.4457     0.0759
    0.6800     0.4463     0.0538
    0.6900     0.4468     0.0318
    0.7000     0.4470     0.0097
    0.7100     0.4470    -0.0124
    0.7200     0.4467    -0.0344
    0.7300     0.4463    -0.0565
    0.7400     0.4456    -0.0785
    0.7500     0.4447    -0.1005
    0.7600     0.4436    -0.1224
    0.7700     0.4422    -0.1443
    0.7800     0.4407    -0.1661
    0.7900     0.4389    -0.1878
    0.8000     0.4369    -0.2095
    0.8100     0.4347    -0.2310
    0.8200     0.4322    -0.2524
    0.8300     0.4296    -0.2737
    0.8400     0.4267    -0.2948
    0.8500     0.4236    -0.3158
    0.8600     0.4204    -0.3367
    0.8700     0.4169    -0.3574
    0.8800     0.4132    -0.3779
    0.8900     0.4093    -0.3982
    0.9000     0.4051    -0.4183
    0.9100     0.4008    -0.4382
    0.9200     0.3963    -0.4579
    0.9300     0.3916    -0.4773
    0.9400     0.3867    -0.4965
    0.9500     0.3816    -0.5155
    0.9600     0.3763    -0.5342
    0.9700     0.3709    -0.5527
    0.9800     0.3652    -0.5709
    0.9900     0.3594    -0.5888
    1.0000     0.3533    -0.6064
    1.0100     0.3472    -0.6237
    1.0200     0.3408    -0.6407
    1.0300     0.3343    -0.6573
    1.0400     0.3276    -0.6737
    1.0500     0.3207    -0.6897
    1.0600     0.3137    -0.7053
    1.0700     0.3065    -0.7207
    1.0800     0.2992    -0.7356
    1.0900     0.2917    -0.7502
    1.1000     0.2840    -0.7644
    1.1100     0.2763    -0.7783
    1.1200     0.2684    -0.7917
    1.1300     0.2603    -0.8048
    1.1400     0.2522    -0.8174
    1.1500     0.2439    -0.8297
    1.1600     0.2355    -0.8415
    1.1700     0.2269    -0.8529
    1.1800     0.2183    -0.8639
    1.1900     0.2095    -0.8745
    1.2000     0.2007    -0.8846
    1.2100     0.1917    -0.8943
    1.2200     0.1827    -0.9036
    1.2300     0.1735    -0.9124
    1.2400     0.1643    -0.9207
    1.2500     0.1550    -0.9286
    1.2600     0.1456    -0.9360
    1.2700     0.1361    -0.9430
    1.2800     0.1266    -0.9495
    1.2900     0.1170    -0.9555
    1.3000     0.1074    -0.9610
    1.3100     0.0977    -0.9661
    1.3200     0.0879    -0.9707
    1.3300     0.0781    -0.9748
    1.3400     0.0683    -0.9784
    1.3500     0.0584    -0.9815
    1.3600     0.0485    -0.9841
    1.3700     0.0386    -0.9863
    1.3800     0.0287    -0.9880
    1.3900     0.0187    -0.9891
    1.4000     0.0088    -0.9898
    1.4100    -0.0012    -0.9900
    1.4200    -0.0112    -0.9897
    1.4300    -0.0211    -0.9889
    1.4400    -0.0311    -0.9876
    1.4500    -0.0410    -0.9858
    1.4600    -0.0509    -0.9836
    1.4700    -0.0608    -0.9808
    1.4800    -0.0707    -0.9775
    1.4900    -0.0805    -0.9738
    1.5000    -0.0903    -0.9696
    1.5100    -0.1000    -0.9649
    1.5200    -0.1097    -0.9597
    1.5300    -0.1194    -0.9541
    1.5400    -0.1289    -0.9479
    1.5500    -0.1384    -0.9413
    1.5600    -0.1479    -0.9342
    1.5700    -0.1573    -0.9267
    1.5800    -0.1666    -0.9187
    1.5900    -0.1758    -0.9103
    1.6000    -0.1849    -0.9014
    1.6100    -0.1939    -0.8920
    1.6200    -0.2028    -0.8822
    1.6300    -0.2117    -0.8720
    1.6400    -0.2204    -0.8613
    1.6500    -0.2290    -0.8502
    1.6600    -0.2375    -0.8387
    1.6700    -0.2459    -0.8267
    1.6800    -0.2542    -0.8144
    1.6900    -0.2623    -0.8016
    1.7000    -0.2703    -0.7885
    1.7100    -0.2782    -0.7749
    1.7200    -0.2859    -0.7610
    1.7300    -0.2935    -0.7467
    1.7400    -0.3009    -0.7320
    1.7500    -0.3082    -0.7170
    1.7600    -0.3154    -0.7016
    1.7700    -0.3224    -0.6858
    1.7800    -0.3292    -0.6697
    1.7900    -0.3359    -0.6533
    1.8000    -0.3423    -0.6366
    1.8100    -0.3487    -0.6195
    1.8200    -0.3548    -0.6021
    1.8300    -0.3608    -0.5844
    1.8400    -0.3666    -0.5665
    1.8500    -0.3722    -0.5482
    1.8600    -0.3776    -0.5297
    1.8700    -0.3829    -0.5109
    1.8800    -0.3879    -0.4919
    1.8900    -0.3928    -0.4726
    1.9000    -0.3974    -0.4531
    1.9100    -0.4019    -0.4334
    1.9200    -0.4062    -0.4134
    1.9300    -0.4102    -0.3933
    1.9400    -0.4141    -0.3729
    1.9500    -0.4177    -0.3524
    1.9600    -0.4212    -0.3316
    1.9700    -0.4244    -0.3108
    1.9800    -0.4274    -0.2897
    1.9900    -0.4302    -0.2685
    2.0000    -0.4328    -0.2472
    2.0100    -0.4352    -0.2258
    2.0200    -0.4374    -0.2042
    2.0300    -0.4393    -0.1826
    2.0400    -0.4411    -0.1608
    2.0500    -0.4426    -0.1390
    2.0600    -0.4439    -0.1171
    2.0700    -0.4449    -0.0952
    2.0800    -0.4458    -0.0732
    2.0900    -0.4464    -0.0511
    2.1000    -0.4468    -0.0291
    2.1100    -0.4470    -0.0070
    2.1200    -0.4469     0.0151
    2.1300    -0.4467     0.0371
    2.1400    -0.4462     0.0592
    2.1500    -0.4455     0.0812
    2.1600    -0.4446     0.1032
    2.1700    -0.4434     0.1251
    2.1800    -0.4420     0.1470
    2.1900    -0.4405     0.1688
    2.2000    -0.4386     0.1905
    2.2100    -0.4366     0.2121
    2.2200    -0.4344     0.2336
    2.2300    -0.4319     0.2550
    2.2400    -0.4292     0.2763
    2.2500    -0.4264     0.2974
    2.2600    -0.4233     0.3184
    2.2700    -0.4199     0.3392
    2.2800    -0.4164     0.3599
    2.2900    -0.4127     0.3803
    2.3000    -0.4088     0.4006
    2.3100    -0.4046     0.4207
    2.3200    -0.4003     0.4406
    2.3300    -0.3958     0.4602
    2.3400    -0.3910     0.4797
    2.3500    -0.3861     0.4989
    2.3600    -0.3810     0.5178
    2.3700    -0.3757     0.5365
    2.3800    -0.3702     0.5549
    2.3900    -0.3645     0.5731
    2.4000    -0.3586     0.5909
    2.4100    -0.3526     0.6085
    2.4200    -0.3464     0.6257
    2.4300    -0.3400     0.6427
    2.4400    -0.3334     0.6593
    2.4500    -0.3267     0.6756
    2.4600    -0.3198     0.6916
    2.4700    -0.3128     0.7072
    2.4800    -0.3056     0.7225
    2.4900    -0.2983     0.7374
    2.5000    -0.2908     0.7519
    2.5100    -0.2831     0.7661
    2.5200    -0.2753     0.7799
    2.5300    -0.2674     0.7933
    2.5400    -0.2594     0.8063
    2.5500    -0.2512     0.8189
    2.5600    -0.2429     0.8311
    2.5700    -0.2344     0.8429
    2.5800    -0.2259     0.8543
    2.5900    -0.2172     0.8652
    2.6000    -0.2085     0.8757
    2.6100    -0.1996     0.8858
    2.6200    -0.1906     0.8955
    2.6300    -0.1816     0.9046
    2.6400    -0.1724     0.9134
    2.6500    -0.1632     0.9217
    2.6600    -0.1539     0.9295
    2.6700    -0.1445     0.9369
    2.6800    -0.1350     0.9438
    2.6900    -0.1255     0.9502
    2.7000    -0.1159     0.9562
    2.7100    -0.1062     0.9617
    2.7200    -0.0965     0.9667
    2.7300    -0.0867     0.9712
    2.7400    -0.0769     0.9752
    2.7500    -0.0671     0.9788
    2.7600    -0.0572     0.9819
    2.7700    -0.0473     0.9844
    2.7800    -0.0374     0.9865
    2.7900    -0.0275     0.9881
    2.8000    -0.0175     0.9892
    2.8100    -0.0075     0.9899
    2.8200     0.0024     0.9900
    2.8300     0.0124     0.9896
    2.8400     0.0223     0.9888
    2.8500     0.0323     0.9874
    2.8600     0.0422     0.9856
